egoid, startDis
lane1.0, 167.64986295558316
lane1.2, 174.57146340743782
lane1.4, 163.56697824878512
lane1.6, 177.21368819586635
lane1.8, 184.86454605639437
lane1.10, 195.6594582399478
lane1.12, 189.13861551418296
lane1.14, 181.28148788303997
lane1.16, 150.7601529990781
lane1.18, 160.49652604757395
lane1.20, 192.51005012991104
lane1.22, 178.2779210957014
lane1.24, 197.69218281912205
lane1.26, 193.4761988829231
lane1.28, 187.61257894449398
lane1.30, 185.59894379415798
lane1.32, 189.75482790762024
lane1.34, 177.97877145584386
lane1.36, 179.16741121886767
lane1.38, 185.8205073814744
lane1.40, 179.7891605434062
lane1.42, 198.3672532836601
lane1.44, 161.34727115219636
lane1.46, 171.07753079859327
lane1.48, 155.42855885017482
lane1.50, 172.59977672590304
lane1.52, 190.79729508981413
lane1.54, 183.84936762152049
lane1.56, 195.13938612968647
lane1.58, 168.46982024756227
lane1.60, 187.09128966462626
lane1.62, 150.77602675193015
lane1.64, 173.41612459307484
lane1.66, 149.9256642619514
lane1.68, 174.37701477200528
lane1.70, 149.77587628719598
lane1.72, 194.63371955197684
lane1.74, 187.04863639655372
lane1.76, 181.56633028919805
lane1.78, 178.77176881906243
lane1.80, 159.04184548903234
lane1.82, 183.29545229253742
lane1.84, 160.65504811350758
lane1.86, 180.5400759412599
lane1.88, 186.33156897136465
lane1.90, 185.97108743587205
lane1.92, 177.47202965895374
lane1.94, 154.36563322589325
lane1.96, 153.16759443046345
lane1.98, 198.5989885007484
lane1.100, 182.96469864656547
lane1.102, 162.78032759743215
lane1.104, 173.88172573949402
lane1.106, 185.3476474986948
lane1.108, 169.32708194128574
lane1.110, 188.83374501698478
lane1.112, 153.30279159495612
lane1.114, 191.00014683079456
lane1.116, 179.73464894532918
lane1.118, 157.85317311819267
lane1.120, 172.76198119732683
lane1.122, 170.51508643306855
lane1.124, 182.08224620221992
lane1.126, 187.57807379682237
lane1.128, 189.06824681119787
lane1.130, 194.09025449015215
lane1.132, 185.8747593738995
lane1.134, 196.1982987450287
lane1.136, 180.37929981433115
lane1.138, 149.95694315024613
lane1.140, 192.91693302807107
lane1.142, 177.07723695113847
lane1.144, 180.6723452149696
lane1.146, 162.60417047748913
lane1.148, 162.64968264407023
lane1.150, 155.5669199143396
lane1.152, 153.40989051759487
lane1.154, 177.41865556733137
lane1.156, 193.0924000830303
lane1.158, 177.97809008170225
lane1.160, 183.25291675996883
lane1.162, 157.498747180602
lane1.164, 188.635428892325
lane1.166, 190.9996114243786
lane1.168, 170.87138557802902
lane1.170, 197.18958110627355
lane1.172, 186.03059009505492
lane1.174, 190.08330845110305
lane1.176, 165.85609958848377
lane1.178, 191.84544549117746
lane1.180, 194.85941720098938
lane1.182, 158.8054403525719
lane1.184, 183.8519231886645
lane1.186, 162.64759243133884
lane1.188, 197.31866241951687
lane1.190, 175.52776686739168
lane1.192, 157.96666383083863
lane1.194, 151.03896213950034
lane1.196, 157.46205221433158
lane1.198, 182.79884253869008
lane1.200, 178.93856253830057
lane1.202, 195.5995309528148
lane1.204, 184.82672525074082
lane1.206, 184.96725881450251
lane1.208, 159.5286494171278
lane1.210, 183.30632829961428
lane1.212, 166.93815697181026
lane1.214, 168.84965234375818
lane1.216, 160.68241695483587
lane1.218, 181.03700222934287
lane1.220, 169.3145433812231
lane1.222, 158.67025540436873
lane1.224, 188.4350850497011
lane1.226, 149.51080076892072
lane1.228, 185.56480208434658
lane1.230, 155.3820940138696
lane1.232, 156.38967392809795
lane1.234, 161.42849480741538
lane1.236, 178.21037982852815
lane1.238, 166.17079753593472
lane1.240, 187.5735921947672
lane1.242, 155.5424843391322
lane1.244, 186.674463921062
lane1.246, 184.1949801991331
lane1.248, 154.24828290275727
lane1.250, 157.57153850970215
lane1.252, 184.91424632393134
lane1.254, 170.02493577561734
lane1.256, 181.48930272932458
lane1.258, 173.65930957595927
lane1.260, 162.81866357038058
lane1.262, 168.3751554692592
lane1.264, 186.11687932810318
lane1.266, 150.69364743595582
lane1.268, 176.28093020187137
lane1.270, 194.772030811935
lane1.272, 188.54407252487655
lane1.274, 173.62111414789368
lane1.276, 159.52613371075282
lane1.278, 160.77416697834474
lane1.280, 158.92231056249054
lane1.282, 174.79599280959616
lane1.284, 189.31297002751074
lane1.286, 195.92763429333914
